head,relation,tail,trigger,source,score,chapter,sentence
单-双折叠翼变体飞行器,discussed_in,第1章绪论,chapter_membership,chapter,0.800,第1章绪论,为此，2015年，清华大学陈海昕课题组提出了一种新的单-双折叠翼变体飞行器的概念，这种变体飞行器具有单翼和双翼两种模式，可以有效解决大展弦比飞行器起降与巡航性能的矛盾。
单-双折叠翼变体飞行器,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.800,第3章单-双折叠翼变体飞行器概念的发展和完善,在2015年所提出的单-双折叠翼变体飞行器概念的基础上，本章将进一步发展和完善优化这一新概念。
单-双折叠翼变体飞行器,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,其后，对单-双折叠翼变体飞行器变体过程中气动力变化特性开展研究，研究内容包括变体过程中升力、阻力的变化情况，变体过程中的非定常效应及其对飞机气动稳定性的影响。
单-双折叠翼变体飞行器,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,单-双折叠翼变体飞行器是全新的概念，这种新的布局概念也给现有的飞机总体设计方法带来了新的挑战。
单翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
单翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,4）变体能力：原理验证机可以通过气动力驱动完成从单翼到双翼的折叠变体和从双翼到单翼的展开变体，双翼状态较单翼状态缩减一半左右翼展。
单翼构型,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在单翼构型和双翼构型下的性能对比表明，双翼构型下的原理验证机较单翼构型缩减了一半翼展，同时机翼的翼尖变形和转动惯量都大幅度减小，更有利于在复杂气象条件下的起降和机动飞行；
原理验证机,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,对于一种新概念变体飞行器来说，研制原理验证机并开展空中变体飞行试验验证，是其进一步发展的必经之路。
双翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,作为一种全新概念的变体飞行器，单-双折叠翼变体飞机具有单翼和双翼两种模式，通过副翼等气动舵面偏转产生的气动力驱动其在两种模式间进行切换。
双翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,4）变体能力：原理验证机可以通过气动力驱动完成从单翼到双翼的折叠变体和从双翼到单翼的展开变体，双翼状态较单翼状态缩减一半左右翼展。
双翼布局,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,而双翼布局下飞机的气动特性变化规律，则尚有很多问题需要解决。
双翼构型,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,在本节中，将使用计算流体动力学（CFD）方法，并结合现有的升力线理论和双翼理论，对双翼构型的气动力展开计算和分析，并最终总结归纳为具有一定通用性的双翼布局气动设计方法。
双翼构型,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,当飞机处于双翼构型时，由于上下机翼之间的干扰损失了一部分最大升力系数，失速速度提高，最小速度包线右移。
双翼构型,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机的机身长度约1m，宽度0.12m，机身顶部通过碳纤维桁架安装了一段厚翼型形状的翼台，该翼台用于在双翼构型下固定活动机翼。
变体飞行器,discussed_in,第1章绪论,chapter_membership,chapter,0.800,第1章绪论,近年来，变体飞行器逐渐成为飞行器发展探索的热点。
固定机翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.800,第3章单-双折叠翼变体飞行器概念的发展和完善,其机翼分为两部分：固定机翼（内、下机翼）和活动机翼（外、上机翼），两部分机翼之间由连杆连接。
固定机翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,对于单-双折叠翼变体飞机而言，当机翼的梢根比小于1时，上机翼（活动机翼）的弦长也将略小于下机翼（固定机翼）。
固定机翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,单-双折叠翼变体给飞机几何外形设计主要带来了两方面的影响，一是改变了飞机原有几何外形参数的设计规律，二是增加新的外形参数，如活动机翼和固定机翼的位置关系，连杆的设计参数等。
固定机翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机在单翼状态下为下单翼布局，机翼为翼展6m的平直机翼，由2段固定机翼和2段活动机翼构成，每段长度1.47m，机翼弦长0.3m，使用Boeing106翼型，单翼状态下展弦比为20，机翼面积1.8平方米。
失速,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,当下机翼在前时，双翼失速的同步性略好，但最大升力系数较低；
奥斯瓦尔德因子,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,飞机的诱导阻力系数主要取决于展弦比和奥斯瓦尔德因子，其中展弦比为飞机的简单几何参数，如果掌握了奥斯瓦尔德因子的变化规律，即可以计算出机翼的诱导阻力，进而了解飞机的展向流动特性。
展弦比,discussed_in,第1章绪论,chapter_membership,chapter,0.800,第1章绪论,提高展弦比是降低飞机诱导阻力的最直接方法，为了提高气动效率、扩大航程，高空长航时飞行器往往采用大展弦比乃至超大展弦比的设计，其展弦比普遍在20以上。
展弦比,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.800,第2章大展弦比变展长变体飞行器设计规律研究,机翼的展弦比是飞行器设计的最重要参数之一，大展弦比机翼可以降低诱导阻力，提高气动效率，增加航程。
展弦比,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,单翼模式下的单-双折叠翼飞机，为大展弦比单翼的常规布局，该类型的飞机已经有完善的设计方法，在本章中不再进行重点讨论。
展弦比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,一方面，单-双折叠翼变体解决了大展弦比飞机起降和巡航性能的矛盾，释放了飞机设计中很多原有的设计约束；
弦长,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,按照普朗特和芒克等人建立的早期双翼理论，二维双翼构型的主要平面参数包括：上翼的弦长和翼型、下翼的弦长和翼型、上翼相对于下翼的安装角、两个机翼的上下间距（Gap）、两个机翼前缘的前后间距（Stagger）。
弯度,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,总的来看，上机翼在前时可以提高双翼整体的弯度，降低零升攻角；
折叠翼,discussed_in,第1章绪论,chapter_membership,chapter,0.800,第1章绪论,现有的变展长变体方式包括变后掠、折叠翼尖、柔性桁架、充气机翼、伸缩翼等等，但这些变体方式存在着机构复杂、重量代价大、对机翼空间侵占多等缺点。
折叠翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.800,第3章单-双折叠翼变体飞行器概念的发展和完善,在本章中，将首先详尽阐述单-双折叠翼变体的变体方式和气动力驱动变体的控制方式。
折叠翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,一方面，单-双折叠翼变体解决了大展弦比飞机起降和巡航性能的矛盾，释放了飞机设计中很多原有的设计约束；
折叠翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,为此，在前文研究内容的基础上，进一步开展了单-双折叠翼变体原理验证机的设计、研制、测试和试飞。
折叠翼,discussed_in,第9章总结与展望,chapter_membership,chapter,0.800,第9章总结与展望,面对大展弦比飞行器对起降场地要求高，抗风能力差的问题，发展和完善了气动力驱动的单-双折叠翼变体的新概念，在具备50%变展长能力的同时，气动力驱动变体的方式极大降低了变体所需要付出的各方面代价，在多个方面优于现有的变展长变体飞行器。
攻角,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.800,第6章单-双折叠翼变体飞行器的结构机构设计研究,当活动机翼处于变体中的最高点时，连杆弯曲引起的变形体现为连杆整体的向后移动，并使机翼攻角产生小幅的增加。
最大升力系数,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,对于一个二维翼型而言，其升力曲线包括三个主要参数：升力线斜率、零升攻角、最大升力系数和其对应的失速攻角。
机身,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,2）当上下机翼的间距过近时，双翼之间的气动干扰会使双翼的升力系数损失较多，当上下机翼的间距过大时，机翼在机身上的布置存在较大困难。
梢根比,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,总的来说，在飞行器发展的早期，对于双翼机的研究较多，但由于这一阶段空气动力学发展的理论还尚不成熟（在普朗特和芒克等人提出早期双翼理论时，还没有展弦比、梢根比的概念），相关的实验技术还不充分，这些研究在当下已经不能满足指导双翼飞机设计的需求。
梢根比,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,梢根比：梢根比是机翼平面设计的重要参数，在常规的大展弦比飞机设计中，机翼的梢根比通常在0.3-0.4左右，此时飞机的压力分布接近于椭圆形分布，奥斯瓦尔德因子较高，诱导阻力较低；
活动机翼,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.800,第3章单-双折叠翼变体飞行器概念的发展和完善,其机翼分为两部分：固定机翼（内、下机翼）和活动机翼（外、上机翼），两部分机翼之间由连杆连接。
活动机翼,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,对于单-双折叠翼变体飞机而言，当机翼的梢根比小于1时，上机翼（活动机翼）的弦长也将略小于下机翼（固定机翼）。
活动机翼,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.800,第5章单-双折叠翼变体飞行器的动力学和控制研究,在机翼变体过程中，活动机翼主要受气动力、杆拉力与重力作用。
活动机翼,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.800,第6章单-双折叠翼变体飞行器的结构机构设计研究,在变体过程中，活动机翼的升力和重力大部分相互抵消，未抵消掉的部分通过连杆传递给固定机翼。
活动机翼,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,当来流动压过高或来流马赫数过高时，活动机翼的阻力、弯矩和扭矩等过大，影响变体机构和机翼结构的安全；
活动机翼,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,变体完成后，活动机翼可以完成固定和锁定，变体相关的机构结构的使用过载不低于飞机正常飞行时机翼的使用过载。
结构重量,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.800,第2章大展弦比变展长变体飞行器设计规律研究,但另一方面，增加展弦比会使机翼根部弯矩增加，导致机翼结构重量增加，使得飞机的有效载荷和燃油携带量降低。
翼展,discussed_in,第1章绪论,chapter_membership,chapter,0.800,第1章绪论,但另一方面，大展弦比飞机在使用中也存在着诸多缺点：大展弦比飞机的翼展较大，如10吨级的“全球鹰”无人机翼展与70吨级的大型民用客机波音737相当，需要足够空间的大型跑道才能完成起降，而在军用领域和民用领域，大展弦比飞机都有在小型机场、航母、民用船舶等有限空间内起降的使用需求；
翼展,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,1）在现有大展弦比飞行器的基础上，通过单-双折叠翼变体，缩减一半起降翼展，在飞机巡航性能不变的情况下，减少对于起降场地的空间要求，增强飞机的抗风性能、过载性能和操纵性能。
翼展比,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,为此，在后续计算中，将上下机翼位置关系固定于此，以进一步讨论梢根比、展弦比、翼展比等机翼设计参数对双翼气动性能的影响。
航程,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.800,第2章大展弦比变展长变体飞行器设计规律研究,机翼的展弦比是飞行器设计的最重要参数之一，大展弦比机翼可以降低诱导阻力，提高气动效率，增加航程。
蒙皮,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.800,第6章单-双折叠翼变体飞行器的结构机构设计研究,梁式机翼根据机翼梁的数量，可以分为单梁式机翼、双梁式机翼和多梁式机翼，其主要结构包括蒙皮、翼肋、翼梁（包括缘条和腹板）、纵墙、长桁等。
连杆,discussed_in,第3章单-双折叠翼变体飞行器概念的发展和完善,chapter_membership,chapter,0.800,第3章单-双折叠翼变体飞行器概念的发展和完善,其机翼分为两部分：固定机翼（内、下机翼）和活动机翼（外、上机翼），两部分机翼之间由连杆连接。
连杆,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,在阻力方面，排除连杆对于阻力的影响，相较于单翼构型，双翼构型的零升阻力不变，诱导阻力有大幅度的增加。
连杆,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.800,第5章单-双折叠翼变体飞行器的动力学和控制研究,"设两侧升力中心和转轴的距离分别为l1,l2，连杆的长度为l，上机翼绕转轴的质量为m1，转动惯量为J1，连杆的转动惯量为J2。"
连杆,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.800,第6章单-双折叠翼变体飞行器的结构机构设计研究,气动力驱动变体的变体方式，无需复杂的作动机构与作动器，大幅减少了连杆等机构所传递的气动力矩，减轻了变体机构的负担。
连杆,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.800,第7章单-双折叠翼变体飞行器总体设计方法研究,另一方面，当飞机处于双翼构型时，上机翼、下机翼和连杆组成了稳定的类似于桁架的结构，机翼的结构强度大幅度提升，其过载包线范围相对于单翼构型也大幅度扩大。
阻力,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,两种模式下飞机的升力、阻力和力矩特性各不相同；
零升攻角,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,对于一个二维翼型而言，其升力曲线包括三个主要参数：升力线斜率、零升攻角、最大升力系数和其对应的失速攻角。
飞行试验,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,对于一种新概念变体飞行器来说，研制原理验证机并开展空中变体飞行试验验证，是其进一步发展的必经之路。
电推杆,drives,挂钩,驱动,trigger,0.800,第8章单-双折叠翼变体飞行器的原理验证研究,活动机翼和机身顶部翼台之间的固定锁定机构中，每个活动机翼内侧下表面装配有两个锥形孔，而翼台的两端配有两个由电推杆驱动的挂钩。
副翼偏转,generates,俯仰力矩,产生,trigger,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,考虑活动机翼内侧副翼上偏15度，外侧副翼上偏5度的极限偏转情况，俯仰力矩参考点取45%弦长位置，计算了活动机翼所产生的力和力矩，计算结果表明，在极限偏转的工况下，活动机翼向连杆传递的阻力约为900N，不对称阻力产生的扭转力矩约1150N·m，副翼偏转产生的俯仰力矩约为3200N·m。
副翼偏转,generates,气动力驱动变体,产生,trigger,0.800,第5章单-双折叠翼变体飞行器的动力学和控制研究,单-双折叠翼变体飞行器使用副翼偏转产生的气动力驱动变体，动力学特性和控制规律是其设计中的核心问题之一。
升力线理论,uses_method,分布涡,通过,trigger,0.800,第4章单-双折叠翼变体飞行器的气动特性研究,普朗特和芒克等人使用薄翼理论和升力线理论，通过分布涡来计算上下机翼之间的相互作用，这些理论在一定范围内对双翼的设计提供了有效指导，但也缺乏对于双翼流场结构的精确分析。
操稳特性,affects,失效安全性,影响,trigger,0.790,第5章单-双折叠翼变体飞行器的动力学和控制研究,5.3变体对飞机操稳特性的影响和失效安全性
奥斯瓦尔德因子,depends_on,梢根比,取决于,trigger,0.790,第4章单-双折叠翼变体飞行器的气动特性研究,对于大展弦比平直机翼来说，其奥斯瓦尔德因子主要取决于机翼的梢根比。
俯仰力矩,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.790,第4章单-双折叠翼变体飞行器的气动特性研究,除此之外，对于单-双折叠翼变体飞行器来说，还需关注变体过程中因副翼偏转所产生的额外俯仰力矩。
单-双折叠翼变体飞行器,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.790,第6章单-双折叠翼变体飞行器的结构机构设计研究,变体机构和包含变体机构的飞机结构设计，是单-双折叠翼变体飞行器设计的另一个核心问题。
单翼构型,discussed_in,第7章单-双折叠翼变体飞行器总体设计方法研究,chapter_membership,chapter,0.790,第7章单-双折叠翼变体飞行器总体设计方法研究,当单-双折叠翼变体飞机处于单翼构型时，其最大升力系数较高，对应的失速速度也较低，最小速度包线偏左；
双翼机,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.790,第4章单-双折叠翼变体飞行器的气动特性研究,早期双翼机的上下机翼间一般装有张线和支柱，使机翼组成桁架式结构，增加结构强度。
扰动力矩,discussed_in,第5章单-双折叠翼变体飞行器的动力学和控制研究,chapter_membership,chapter,0.790,第5章单-双折叠翼变体飞行器的动力学和控制研究,这种控制方法的好处是简化了控制的难度，同时也要求两侧的变体所产生的扰动力和扰动力矩较小，不超过飞机原有六自由度飞行控制的控制范围，在下一节中将对此展开详细讨论。
机身,discussed_in,第8章单-双折叠翼变体飞行器的原理验证研究,chapter_membership,chapter,0.790,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机的机身长度约1m，宽度0.12m，机身顶部通过碳纤维桁架安装了一段厚翼型形状的翼台，该翼台用于在双翼构型下固定活动机翼。
翼展,discussed_in,第2章大展弦比变展长变体飞行器设计规律研究,chapter_membership,chapter,0.790,第2章大展弦比变展长变体飞行器设计规律研究,因此，飞机的展弦比不能无限扩展，必须平衡气动、结构、重量等多个学科，并结合起降场地和气象条件限制等约束，为飞行器选择最优的翼展和展弦比。
翼展,discussed_in,第4章单-双折叠翼变体飞行器的气动特性研究,chapter_membership,chapter,0.790,第4章单-双折叠翼变体飞行器的气动特性研究,对于双翼来说，其展弦比的定义也存在一定分歧，本文将双翼视作为展弦比相同的两块机翼，将展弦比定义为总面积除以两倍平均弦长的平方，也等于翼展平方除以两倍总面积。
阻力,discussed_in,第6章单-双折叠翼变体飞行器的结构机构设计研究,chapter_membership,chapter,0.790,第6章单-双折叠翼变体飞行器的结构机构设计研究,在变体过程中，活动机翼的阻力通过连杆传递到固定机翼，会产生弯矩和剪力，这个弯矩在连杆上始终以弯矩的形式传递。
起降,needs,美国空军,需求,trigger,0.790,第1章绪论,除舰载部署之外，大展弦比长航时飞行器也面临着在前线简易机场起降的需求，美国空军将可在强对抗环境中强韧运作的前沿基地作为其装备发展的重要目标之一，美国通用原子公司为此专门研发了一种可在前线机场进行起降的长航时无人机“莫哈韦”。
俯仰力矩,has_value,14000N·m,numeric,numeric,0.780,第5章单-双折叠翼变体飞行器的动力学和控制研究,当两侧的活动机翼均处于运动过程中的最高点时，活动机翼的阻力产生的俯仰扰动力矩最大，该最大俯仰力矩约为14000N·m。
俯仰力矩,has_value,3200N·m,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,考虑活动机翼内侧副翼上偏15度，外侧副翼上偏5度的极限偏转情况，俯仰力矩参考点取45%弦长位置，计算了活动机翼所产生的力和力矩，计算结果表明，在极限偏转的工况下，活动机翼向连杆传递的阻力约为900N，不对称阻力产生的扭转力矩约1150N·m，副翼偏转产生的俯仰力矩约为3200N·m。
偏航力矩,has_value,25000N·m,numeric,numeric,0.780,第5章单-双折叠翼变体飞行器的动力学和控制研究,经ACADO计算，方向舵产生的最大偏航力矩约为25000N·m，即变体产生的最大偏航扰动力矩远低于舵面产生的最大控制力矩，变体对飞机偏航的影响在飞机操稳系统的控制范围内。
公转角,has_value,0度,numeric,numeric,0.780,第6章单-双折叠翼变体飞行器的结构机构设计研究,当连杆处于水平状态，即公转角为0度时，这个扭矩仍以扭矩的形式在连杆上传递；
公转角,has_value,90度,numeric,numeric,0.780,第6章单-双折叠翼变体飞行器的结构机构设计研究,当连杆处于垂直状态，即公转角为90度时，这个扭矩以弯矩的形式在连杆上传递。
公转角度,has_value,157度,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,公转角度为0时，飞机处于单翼构型，公转角度为157度时，飞机处于双翼构型。
公转角度,has_value,90度,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,定常计算与非定常计算的结果对比表明，定常计算的结果恰好处于折叠变体和展开变体计算结果之间，且定常计算的结果与二者的差值随公转角度的变化近似为正弦曲线，且在公转角度为90度时为零。
公转速度,has_value,10度,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,计算中来流马赫数为0.2，雷诺数为400万，来流攻角包括2度和6度两个工况，计算的过程中活动机翼从单翼状态匀速旋转为双翼状态，或从双翼状态匀速旋转为单翼状态，其中活动机翼绕固定机翼的公转速度为10度每秒，公转时间为15.7秒，公转角度157度。
副翼偏转,has_value,20度,numeric,numeric,0.780,第8章单-双折叠翼变体飞行器的原理验证研究,控制自转、公转和卸载升力所需的最大副翼偏转角约为20度，而验证机可用的最大副翼偏转角约为22度，满足上述要求并具有一定的冗余度；
副翼偏转,has_value,22度,numeric,numeric,0.780,第8章单-双折叠翼变体飞行器的原理验证研究,控制自转、公转和卸载升力所需的最大副翼偏转角约为20度，而验证机可用的最大副翼偏转角约为22度，满足上述要求并具有一定的冗余度；
副翼面积,has_value,15%,numeric,numeric,0.780,第7章单-双折叠翼变体飞行器总体设计方法研究,可以看出，增大活动机翼的副翼面积可以大幅扩展飞机的变体包线，当活动机翼的副翼面积占比为25%时，其变体包线的范围相较于副翼面积占比为15%时扩大了一倍左右。
副翼面积,has_value,20%,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,若考虑在3000m高度和400km/h速度下变体，飞机机身和固定机翼的重量为10000kg，每个活动机翼的重量为800kg，活动机翼的副翼面积占比为20%。
副翼面积,has_value,25%,numeric,numeric,0.780,第7章单-双折叠翼变体飞行器总体设计方法研究,可以看出，增大活动机翼的副翼面积可以大幅扩展飞机的变体包线，当活动机翼的副翼面积占比为25%时，其变体包线的范围相较于副翼面积占比为15%时扩大了一倍左右。
升力,has_value,20%,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,从计算结果可以看出，在由单翼向双翼的折叠变体过程中，升力呈逐步下降趋势，变体前后的升力变化幅度约为20%，阻力呈上升趋势，阻力变化的幅度相较于升力变化较小。
升降舵,has_value,50000N·m,numeric,numeric,0.780,第5章单-双折叠翼变体飞行器的动力学和控制研究,经ACADO计算，升降舵产生的最大控制力矩约为50000N·m，即变体产生的最大俯仰扰动力矩远低于舵面产生的最大控制力矩，变体对于飞机俯仰的影响在飞机操稳系统的控制范围内。
单翼状态,has_value,20m,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,其中固定机翼和活动机翼均为NACA2412翼型的平直机翼，固定机翼和活动机翼的弦长均为1m，展长均为5m，对应单翼状态下的全机展长为20m。
单翼状态,has_value,6m,numeric,numeric,0.780,第8章单-双折叠翼变体飞行器的原理验证研究,1）翼展和展弦比：单-双折叠翼变体主要应用于大展弦比长航时飞行器，因此原理验证机应具备较高的翼展和展弦比，并综合考虑试飞条件，单翼状态下设计翼展为6m左右，展弦比为20左右。
原理验证机,has_value,1.3kw,numeric,numeric,0.780,第8章单-双折叠翼变体飞行器的原理验证研究,原理验证机动力为1.3kw的无刷电机搭配14寸螺旋桨，安装于机头，功重比0.05，电动机使用6S锂电池供电，飞机动力采用拉式布局，电机和螺旋桨按安装在在机身前端。
变体过程,has_value,40度,numeric,numeric,0.780,第8章单-双折叠翼变体飞行器的原理验证研究,在整个变体过程中，飞机的自转和公转角度变化平稳，变体过程中公转角和自转角最大差值在40度左右，相较于单翼到双翼的折叠变体，活动机翼和固定机翼之间的平行度有所下降；
固定机翼,has_value,10000kg,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,若考虑在3000m高度和400km/h速度下变体，飞机机身和固定机翼的重量为10000kg，每个活动机翼的重量为800kg，活动机翼的副翼面积占比为20%。
固定机翼,has_value,1m,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,其中固定机翼和活动机翼均为NACA2412翼型的平直机翼，固定机翼和活动机翼的弦长均为1m，展长均为5m，对应单翼状态下的全机展长为20m。
巡航速度,has_value,15m/s,numeric,numeric,0.780,第8章单-双折叠翼变体飞行器的原理验证研究,3）飞行性能：综合考虑到试飞场地条件和变体过程中飞行控制的要求，巡航速度在15m/s左右，起飞速度为10-12m/s。
平均弦长,has_value,1m,numeric,numeric,0.780,第4章单-双折叠翼变体飞行器的气动特性研究,构型3为梢根比0.4，展弦比20的单翼折叠后形成的双翼，三个机翼的平均弦长均为1m，翼型均为NACA2412翼型。
折叠翼,has_value,50%,numeric,numeric,0.780,第3章单-双折叠翼变体飞行器概念的发展和完善,其后分别分析了单-双折叠翼变体和气动力驱动变体相较于已有变体方式的优势，单-双折叠翼变体在变展长能力达到50%的基础上，其变体前后有效升力面积不变，结构简单，重量成本和容积侵占低，对机翼原有结构破坏少，对大展弦比飞行器的适配性显著优于其他变体方案；
气动力驱动变体,has_value,100m/s,numeric,numeric,0.780,第8章单-双折叠翼变体飞行器的原理验证研究,据此推断，如果将气动力驱动变体技术应用于速度达到100m/s的大型飞机，则在变体过程中可以承担更大的阵风。
